,nombre_tienda,razon_social,clase,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,codigo_postal,ubicacion,telefono,correo,pagina_web,tipo,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,municipio,dimension,porcentaje_obesidad,valor_comercial,numero_tiendas_municipio,numero_tiendas_colonia,rating,rating_n,populartimes,time_spent,place_id,current_popularity,popular_times
321,Lenima,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,SERAFIN PEÑA,1010.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32641874,25.66760141,"TIANGUIS, BAZAR O PULGA",PULGA RIO MONTERREY,215,Monterrey,,42.2707,6098.849922,1578,282,4.1,5515.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 56, 74, 83, 83, 84, 89, 90, 78, 52, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 60, 79, 89, 88, 84, 86, 91, 82, 55, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 66, 86, 95, 92, 86, 88, 94, 84, 56, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 59, 77, 91, 99, 99, 91, 77, 60, 42, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 56, 74, 84, 83, 77, 77, 81, 75, 53, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 55, 78, 91, 92, 90, 96, 100, 84, 52, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}]","[15, 45]",ChIJRZ7FCCK-YoYRLz6AgoPG-Ws,,"[[7, None, 1], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 35, 'Usually not too busy', '', '10 AM'], [11, 56, 'Usually a little busy', '', '11 AM'], [12, 74, 'Usually a little busy', '', '12 PM'], [13, 83, 'Usually as busy as it gets', '', '1 PM'], [14, 83, 'Usually as busy as it gets', '', '2 PM'], [15, 84, 'Usually as busy as it gets', '', '3 PM'], [16, 89, 'Usually as busy as it gets', '', '4 PM'], [17, 90, 'Usually as busy as it gets', '', '5 PM'], [18, 78, 'Usually a little busy', '', '6 PM'], [19, 52, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 39, 'Usually not too busy', '', '10 AM'], [11, 60, 'Usually a little busy', '', '11 AM'], [12, 79, 'Usually a little busy', '', '12 PM'], [13, 89, 'Usually as busy as it gets', '', '1 PM'], [14, 88, 'Usually as busy as it gets', '', '2 PM'], [15, 84, 'Usually as busy as it gets', '', '3 PM'], [16, 86, 'Usually as busy as it gets', '', '4 PM'], [17, 91, 'Usually as busy as it gets', '', '5 PM'], [18, 82, 'Usually as busy as it gets', '', '6 PM'], [19, 55, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 43, 'Usually not too busy', '', '10 AM'], [11, 66, 'Usually a little busy', '', '11 AM'], [12, 86, 'Usually as busy as it gets', '', '12 PM'], [13, 95, 'Usually as busy as it gets', '', '1 PM'], [14, 92, 'Usually as busy as it gets', '', '2 PM'], [15, 86, 'Usually as busy as it gets', '', '3 PM'], [16, 88, 'Usually as busy as it gets', '', '4 PM'], [17, 94, 'Usually as busy as it gets', '', '5 PM'], [18, 84, 'Usually as busy as it gets', '', '6 PM'], [19, 56, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 42, 'Usually not too busy', '', '10 AM'], [11, 59, 'Usually a little busy', '', '11 AM'], [12, 77, 'Usually a little busy', '', '12 PM'], [13, 91, 'Usually as busy as it gets', '', '1 PM'], [14, 99, 'Usually as busy as it gets', '', '2 PM'], [15, 99, 'Usually as busy as it gets', '', '3 PM'], [16, 91, 'Usually as busy as it gets', '', '4 PM'], [17, 77, 'Usually a little busy', '', '5 PM'], [18, 60, 'Usually a little busy', '', '6 PM'], [19, 42, 'Usually not too busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 35, 'Usually not too busy', '', '10 AM'], [11, 56, 'Usually a little busy', '', '11 AM'], [12, 74, 'Usually a little busy', '', '12 PM'], [13, 84, 'Usually as busy as it gets', '', '1 PM'], [14, 83, 'Usually as busy as it gets', '', '2 PM'], [15, 77, 'Usually a little busy', '', '3 PM'], [16, 77, 'Usually a little busy', '', '4 PM'], [17, 81, 'Usually as busy as it gets', '', '5 PM'], [18, 75, 'Usually a little busy', '', '6 PM'], [19, 53, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 31, 'Usually not too busy', '', '10 AM'], [11, 55, 'Usually a little busy', '', '11 AM'], [12, 78, 'Usually a little busy', '', '12 PM'], [13, 91, 'Usually as busy as it gets', '', '1 PM'], [14, 92, 'Usually as busy as it gets', '', '2 PM'], [15, 90, 'Usually as busy as it gets', '', '3 PM'], [16, 96, 'Usually as busy as it gets', '', '4 PM'], [17, 100, 'Usually as busy as it gets', '', '5 PM'], [18, 84, 'Usually as busy as it gets', '', '6 PM'], [19, 52, 'Usually a little busy', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]"
322,Lentes y ropa de dama,HOUN JOON PARK ,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,CALLE,5 DE MAYO,312.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31773949,25.67387931,CENTRO Y PLAZA COMERCIAL,PLAZA SAN JORGE,418 L 5,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
323,Lentes y ropa de dama,HOUN JOON PARK ,Comercio al por menor de lentes,0 a 5 personas,CALLE,5 DE MAYO,312.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31773949,25.67387931,CENTRO Y PLAZA COMERCIAL,PLAZA SAN JORGE,418 L 5,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
324,Levis stores,GRUPO ALEVART DE MONTERREY SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JOSE MA. MORELOS,451.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183451630.0,,,Fijo,-100.31261597,25.66776619,,,,Monterrey,C,42.2707,6098.849922,1578,189,,,,,,,
325,Linda boutique,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,SERAFIN PEÑA,1010.0,152.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32641874,25.66760141,"TIANGUIS, BAZAR O PULGA",PULGA RIO MONTERREY,152,Monterrey,,42.2707,6098.849922,1578,282,,,,,ChIJ2eafbxzrYoYRIV2YDFMXDXI,,
326,Linda boutique,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,SERAFIN PEÑA,1010.0,369.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32641874,25.66760141,,,,Monterrey,,42.2707,6098.849922,1578,282,,,,,ChIJ2eafbxzrYoYRIV2YDFMXDXI,,
327,Liz minelli,ROMANZZINO SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,CALLE,JOSÉ MARÍA MORELOS Y PAVÓN,474.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,JUANAG@LIZMINELLI.COM.MX,WWW.LIZMINELLI.COM.MX,Fijo,-100.31229692,25.66721351,,,,Monterrey,C,42.2707,6098.849922,1578,282,3.8,16.0,,,ChIJRR3w7S6-YoYRueMe_TCPy8Q,,
328,Lm moda venta ropa artesanal,,Comercio al por menor en tiendas de artesanías,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,359.0,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8113859373.0,,,Semifijo,-100.31340169,25.6682707,CENTRO Y PLAZA COMERCIAL,PLAZA MEXICO,359,Monterrey,,42.2707,6098.849922,1578,189,5.0,1.0,,,ChIJbZAPii6-YoYRlOB2JYnpI0M,,
329,Lo mty morelos,CONTROL LOCURA SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",11 a 30 personas,PEATONAL,JOSÉ MARÍA MORELOS Y PAVÓN,411.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,VERONICA.LOPEZ@CCONTROL.COM,,Fijo,-100.31525965,25.66909515,,,,Monterrey,,42.2707,6098.849922,1578,276,,,,,Ii4qLAoUChIJhwgN0tK_YoYRuficQvTY9PASFAoSCYNLmweHlWKGEZ1wZms1YeL6,,
330,Local de mochilas,,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales,0 a 5 personas,ANDADOR,COLEGIO CIVIL,466.0,1.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183402907.0,,,Fijo,-100.31583384,25.67253034,PASAJE Y ANDADOR COMERCIAL,SAN JOSE,4,Monterrey,C,42.2707,6098.849922,1578,282,,,,,,,
331,Local de perfumes y ropa de dama,,Comercio al por menor de artículos de perfumería y cosméticos,0 a 5 personas,CALLE,PROFESOR JOSE SILVESTRE ARAMBERRI,,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32032465,25.6769266,,,,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
332,Local de ropa,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,GEORGE WASHINGTON,904.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8113514536.0,,,Semifijo,-100.32257374,25.67529387,PASAJE Y ANDADOR COMERCIAL,PULGA ALAMEDA,904,Monterrey,C,42.2707,6098.849922,1578,282,4.1,464.0,"[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 50, 82, 100, 95, 82, 78, 78, 66, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 48, 70, 82, 83, 82, 79, 67, 46, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 51, 73, 80, 72, 65, 73, 78, 61, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 39, 62, 78, 80, 74, 65, 56, 41, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 26, 40, 43, 43, 48, 51, 46, 31, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 37, 61, 70, 59, 46, 48, 56, 46, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 34, 46, 50, 47, 40, 30, 18, 0, 0, 0, 0, 0]}]","[20, 20]",ChIJMfmEKdzbj4YRYOu9qSkUehM,,"[[7, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 6, 'Usually not busy', '', '10 AM'], [11, 20, 'Usually not too busy', '', '11 AM'], [12, 34, 'Usually not too busy', '', '12 PM'], [13, 46, 'Usually not too busy', '', '1 PM'], [14, 50, 'Usually a little busy', '', '2 PM'], [15, 47, 'Usually not too busy', '', '3 PM'], [16, 40, 'Usually not too busy', '', '4 PM'], [17, 30, 'Usually not too busy', '', '5 PM'], [18, 18, 'Usually not busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [1, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 19, 'Usually not busy', '', '10 AM'], [11, 50, 'Usually a little busy', '', '11 AM'], [12, 82, 'Usually as busy as it gets', '', '12 PM'], [13, 100, 'Usually as busy as it gets', '', '1 PM'], [14, 95, 'Usually as busy as it gets', '', '2 PM'], [15, 82, 'Usually as busy as it gets', '', '3 PM'], [16, 78, 'Usually a little busy', '', '4 PM'], [17, 78, 'Usually a little busy', '', '5 PM'], [18, 66, 'Usually a little busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [2, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 22, 'Usually not too busy', '', '10 AM'], [11, 48, 'Usually not too busy', '', '11 AM'], [12, 70, 'Usually a little busy', '', '12 PM'], [13, 82, 'Usually as busy as it gets', '', '1 PM'], [14, 83, 'Usually as busy as it gets', '', '2 PM'], [15, 82, 'Usually as busy as it gets', '', '3 PM'], [16, 79, 'Usually a little busy', '', '4 PM'], [17, 67, 'Usually a little busy', '', '5 PM'], [18, 46, 'Usually not too busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [3, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 24, 'Usually not too busy', '', '10 AM'], [11, 51, 'Usually a little busy', '', '11 AM'], [12, 73, 'Usually a little busy', '', '12 PM'], [13, 80, 'Usually as busy as it gets', '', '1 PM'], [14, 72, 'Usually a little busy', '', '2 PM'], [15, 65, 'Usually a little busy', '', '3 PM'], [16, 73, 'Usually a little busy', '', '4 PM'], [17, 78, 'Usually a little busy', '', '5 PM'], [18, 61, 'Usually a little busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [4, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 17, 'Usually not busy', '', '10 AM'], [11, 39, 'Usually not too busy', '', '11 AM'], [12, 62, 'Usually a little busy', '', '12 PM'], [13, 78, 'Usually a little busy', '', '1 PM'], [14, 80, 'Usually as busy as it gets', '', '2 PM'], [15, 74, 'Usually a little busy', '', '3 PM'], [16, 65, 'Usually a little busy', '', '4 PM'], [17, 56, 'Usually a little busy', '', '5 PM'], [18, 41, 'Usually not too busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [5, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 7, 'Usually not busy', '', '10 AM'], [11, 26, 'Usually not too busy', '', '11 AM'], [12, 40, 'Usually not too busy', '', '12 PM'], [13, 43, 'Usually not too busy', '', '1 PM'], [14, 43, 'Usually not too busy', '', '2 PM'], [15, 48, 'Usually not too busy', '', '3 PM'], [16, 51, 'Usually a little busy', '', '4 PM'], [17, 46, 'Usually not too busy', '', '5 PM'], [18, 31, 'Usually not too busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0], [6, [[6, 0, '', '', '6 AM'], [7, 0, '', '', '7 AM'], [8, 0, '', '', '8 AM'], [9, 0, '', '', '9 AM'], [10, 13, 'Usually not busy', '', '10 AM'], [11, 37, 'Usually not too busy', '', '11 AM'], [12, 61, 'Usually a little busy', '', '12 PM'], [13, 70, 'Usually a little busy', '', '1 PM'], [14, 59, 'Usually a little busy', '', '2 PM'], [15, 46, 'Usually not too busy', '', '3 PM'], [16, 48, 'Usually not too busy', '', '4 PM'], [17, 56, 'Usually a little busy', '', '5 PM'], [18, 46, 'Usually not too busy', '', '6 PM'], [19, 0, '', '', '7 PM'], [20, 0, '', '', '8 PM'], [21, 0, '', '', '9 PM'], [22, 0, '', '', '10 PM'], [23, 0, '', '', '11 PM']], 0]]"
333,Local de ropa,,Comercio al por menor de regalos,0 a 5 personas,CALLE,15 DE MAYO,215.0,6.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31669462,25.67218628,PASAJE Y ANDADOR COMERCIAL,CALIFORNIA,6,Monterrey,C,42.2707,6098.849922,1578,282,,,,,,,
334,Local de ropa de caballero,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,ANDADOR,COLEGIO CIVIL,466.0,11.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31583384,25.67253034,PASAJE Y ANDADOR COMERCIAL,SAN JOSE,11,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
335,Lofassi,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,1017.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31566253,25.66631869,,,,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
336,Love love,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,ANDADOR,COLEGIO CIVIL,463.0,0.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31573114,25.67267489,PASAJE Y ANDADOR COMERCIAL,ANTONELA,463,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
337,Lozano ropa calzado regalos,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,PROFESOR JOSE SILVESTRE ARAMBERRI,1137.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183401114.0,,,Fijo,-100.32440233,25.67734402,,,,Monterrey,C,42.2707,6098.849922,1578,282,,,,,,,
338,Luval ropa,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,ANDADOR,COLEGIO CIVIL,572.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8119778818.0,,,Fijo,-100.31604834,25.670967,,,,Monterrey,C,42.2707,6098.849922,1578,271,,,,,,,
339,Macklos kids,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,,,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31373873,25.6818849,,,,Monterrey,,42.2707,6098.849922,1578,189,4.3,36.0,,,ChIJ0X_WV5qAhYARN-ZYTWDj2KY,,
340,Maga moda,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,AVENIDA,CRISTOBAL COLON,852.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32024924,25.68638521,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
341,Maletas y mochilas,,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales,0 a 5 personas,CALLE,COLEGIO CIVIL,202.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8180114959.0,,,Fijo,-100.31550663,25.67521086,,,,Monterrey,C,42.2707,6098.849922,1578,271,,,,,,,
342,Mallas vicki,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,5 DE MAYO,314.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31821389,25.67392916,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
343,Manhattan moda actual,,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,PEATONAL,JOSE MARIA MORELOS Y PAVON,202.0,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31488245,25.66755174,,,,Monterrey,C,42.2707,6098.849922,1578,271,4.3,44.0,,,ChIJP5xKFS--YoYRtCTwZ81YMz0,,
344,Manzuca,MANZUCA SA DE CV,Confección en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,JOSE MARIA ARTEAGA,1252.0,0.0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,MANZUCA@HOTMAIL.COM,WWW.MANZUCA.COM.MX,Fijo,-100.32446267,25.68429497,,,,Monterrey,,42.2707,6098.849922,1578,271,,,,,,,
345,Mapsi,MAPSI SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,5 DE MAYO,312.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8113241271.0,,,Fijo,-100.31773949,25.67387931,CENTRO Y PLAZA COMERCIAL,PLAZA SAN JORGE,L-13,Monterrey,,42.2707,6098.849922,1578,276,3.7,6.0,,,ChIJOxSYmCe-YoYRlIzLRh6VGjY,,
346,Mapsi bolsos de dama,MAPSI SA DE CV,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales,0 a 5 personas,CALLE,5 DE MAYO,312.0,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8113241271.0,,,Fijo,-100.31773949,25.67387931,CENTRO Y PLAZA COMERCIAL,PLAZA SAN JORGE,L-1,Monterrey,,42.2707,6098.849922,1578,276,3.7,6.0,,,ChIJOxSYmCe-YoYRlIzLRh6VGjY,,
347,Maquila vestidos pantalones,MAQUILA VESTIDOS PANTALONES ,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,AVENIDA,CUAUTHEMOC,522.0,0.0,ZONA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31784329,25.68045188,,,,Monterrey,,42.2707,6098.849922,1578,189,,,,,,,
348,Marco viali,GRUPO OPERADOR DE TIENDAS SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JOSÉ MARÍA MORELOS Y PAVÓN,236.0,0.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183429461.0,SUCURSAL43@MARCOVIALI.COM.MX,WWW.MARCOVILI.COM,Fijo,-100.31415897,25.6674702,,,,Monterrey,B,42.2707,6098.849922,1578,282,4.2,101.0,,,ChIJ_1WTFi--YoYRAxWFoCTnh7g,,
349,Marco viali,GRUPO OPERADOR DE TIENDAS SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,AVENIDA,RÓMULO GARZA,2500.0,0.0,VISTA HERMOSA,64620,"MONTERREY, Monterrey, NUEVO LEÓN   ",,SUCURSAL55@MARCOVIALI.COM.MX,WWW.MARCOVIALI.COM.MX,Fijo,-100.35505732,25.68245135,,,,Monterrey,B,42.2707,6098.849922,1578,33,4.5,26.0,,,ChIJX4xGeQaWYoYRsc6EK1wjaN4,,
350,Marco viali,GRUPO OPERADOR DE TIENDAS SA DE CV,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,CALLE,NINGUNO,410.0,0.0,LA FE,66477,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",8110908172.0,SUCURSAL47@MARCOVIALI.COM.MX,WWW.MARCOVIALI.COM,Fijo,-100.21618201,25.72488629,,,,San Nicolas De Los Garza,B,41.2272,4569.30629,313,25,3.7,9.0,,,ChIJk0PBkP_qYoYR9bC6VRWYRh8,,
351,Mas mas,,"Comercio al por menor de ropa, excepto de bebé y lencería",6 a 10 personas,AVENIDA,LICENCIADO BENITO JUAREZ,0.0,0.0,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31432896,25.67583077,,,,Monterrey,,42.2707,6098.849922,1578,282,,,,,ChIJTTFlLduVYoYRb6HwqecODPo,,
352,Mas playeras,,"Comercio al por menor de ropa, excepto de bebé y lencería",0 a 5 personas,CALLE,JOSE GARIBALDI,518.0,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31720796,25.67173132,,,,Monterrey,,42.2707,6098.849922,1578,282,,,,,,,
